patent_id,title,authors,abstract,detail_url,application_no,publication_no,registration_no,application_date,publication_date,registration_date,ipc,pdf_links,score,matched_keywords
P54400,真空部品、真空排気方法,神谷 潤一郎 ; 小畠 雅明 ; 諸橋 裕子 ; 阿部 一英 ; 福田 竜生 ; 小荒井 一真; 和田 薫* ; 志賀 隆史* ; 岡橋 和成* ; 岸川 信介* ; 佐々木 優直* ; 黒岩 雅英*,【課題】ゲッター効果を用いて高い真空排気能力を得る。 【解決手段】表面からのガス放出率が特に小さい金属(低脱ガス金属)で構成された低脱ガス基体2の上に、NEG材料で構成された薄膜状態のNEG層3が形成されている。低脱ガス基体2は、CUを主成分とし、AL、FE、MN、NI、BE、MG、SI、TI、Vのうちいずれかを少なくとも0.1重量%以上含む低脱ガス金属で構成される。NEG層3は、ゲッター効果を有する金属材料であり、これを用いた薄膜が形成可能な、TI、ZR、V、HF、NB、YB、PD、AU、PTのいずれかであるNEG材料を含む薄膜である。ここで、このNEG材料は酸化状態とはされずに、金属状態とされる。,https://jopss.jaea.go.jp/search/servlet/search?P54400,2024-081482,2025-175396,,2024/05/20,2025/12/03,,F04B 37/02 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54400A.pdf,0,
P54361,金属元素の分離回収方法および分離回収剤,下条 晃司郎; not registered,【課題】複数種類の金属元素を含む溶液からパラジウム元素(PD)、金元素(AU)、ニッケル元素(NI)、コバルト元素(CO)、ガリウム元素(GA)、及びインジウム元素(IN)からなる群より選択される特定の金属元素を効率的に分離することができる金属元素の分離回収方法および分離回収剤を提供することを目的とする。 【解決手段】下記一般式(1)で表される硫黄含有化合物又はその塩の存在下で抽出を行うことにより、前記特定の金属元素を効率的に分離回収することができる。 ※一般式は省略,https://jopss.jaea.go.jp/search/servlet/search?P54361,2024-042295,2025-142758,,2024/03/18,2025/10/01,,C22B 3/34 (2006.01):C22B 11/00 (2006.01):C22B 23/00 (2006.01):C22B 58/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54361A.pdf,0,
P54140,超音波探触子及び超音波探触子の製造方法,阿部 雄太; 倉内 友己*,【課題】高温環境下で使用可能な超音波探触子を提供する。 【解決手段】超音波探触子は、電極と、電極に電圧が印加された場合に超音波を発信し、超音波の反射波を電気信号に変換して出力する振動子と、被検査物と接触する保護部材とを備える。振動子の厚み方向の両面には、融解メタライズ層が形成されている。超音波探触子は、融解メタライズ層を介して電極及び振動子を接合する第1接合部材と、融解メタライズ層を介して振動子及び保護部材を接合する第2接合部材とをさらに備える。第1接合部材及び第2接合部材は、ALより融点の高い材料で形成されている。,https://jopss.jaea.go.jp/search/servlet/search?P54140,2023-222742,2025-104728,,2023/12/28,2025/07/10,,G01N 29/24 (2006.01):H04R 1/02 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54140A.pdf,0,
P53900,アレースイッチ、移動体への給電システム、および、移動体への給電方法,石塚 悦男; 坂本 直樹*,【課題】従来よりも構造が単純な移動体への給電システムおよび給電方法を提供する。 【解決手段】アレースイッチが、平板状の導体に設けられてなり、導体のなす面に沿って配列してなる複数の可動接点と、導体および複数の可動接点を収容する箱体の蓋体をなすパネル電極とを備え、複数の可動接点のそれぞれに、磁性体を含む接点部が設けられてなり、それぞれの接点部は、外部から磁力を受けて変位させられることでパネル電極と接触可能とされてなり、複数の可動接点のうち接点部がパネル電極と接触状態にある複数の有効接点がパネル電極と接触することにより導体側に接続される配線とパネル電極側に接続される配線とが導通するON状態と、複数の可動接点のいずれもがパネル電極と接触せず導体側に接続される配線とパネル電極側に接続される配線とが導通しないOFF状態とを、磁力の有無により切り替え可能である、ようにした。,https://jopss.jaea.go.jp/search/servlet/search?P53900,2023-200323,2025-086396,,2023/11/28,2025/06/09,,B60M 1/10 (2006.01):B60M 7/00 (2006.01):B60L 53/14 (2019.01),https://jopss.jaea.go.jp/pdfdata/P1/P53900A.pdf,0,
P55323,セルロースゲルの製造方法及び多孔質体の製造方法,関根 由莉奈 ; 南川 卓也 ; 大澤 辰彦,not registered,https://jopss.jaea.go.jp/search/servlet/search?P55323,2025-561093,WO-2025/115810 A1,,2024/11/25,2025/06/05,,C08J 3/00(2006.01),,0,
P54822,熱電変換材料の製造方法,本田 充紀; not registered,【課題】環境負荷が小さく且つ簡便にワダライトを得ることを目的とする。 【解決手段】ワダライトの製造方法1は、粘土鉱物に塩を混合させて混合物を得る混合工程S3と、混合物に熱処理を行う熱処理工程S4と、を有し、粘土鉱物は、風化された層状粘土鉱物であり、塩は、熱処理工程S4において溶融塩となる金属塩化物である。,https://jopss.jaea.go.jp/search/servlet/search?P54822,2025-005197,2025-065145,7782889,2025/01/15,2025/04/17,2025/12/01,H10N 10/01 (2023.01):C01B 33/26 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54822A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P54822A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P54822B.pdf,0,
P53860,抽出溶媒系廃棄物の減容化方法,坂本 淳志 ; 渡部 創 ; 渡部 雅之; 田中 良* ; 山本 剛*,【課題】核物質等を含む抽出溶媒系廃棄物の減容化を図る技術を提供する。 【解決手段】核物質等を含む試料に、抽出剤を溶解した希釈剤を加え、当該抽出剤に核物質等を吸着させて錯体を形成し、溶媒抽出法によって、当該錯体を含む水溶液を分離する。分離した錯体を含む水溶液にプラズマを照射することで、水溶液を引火性のない廃液とガスに分解することで減容化する。放射性である場合には、減容化した廃液はガラス固化処理し、地層処分可能となる。,https://jopss.jaea.go.jp/search/servlet/search?P53860,2023-133755,2025-029241,,2023/08/21,2025/03/06,,G21F 9/06 (2006.01):G21C 19/46 (2006.01):A62D 3/19 (2007.01):A62D 101/24(2007.01):A62D 101/26(2007.01),https://jopss.jaea.go.jp/pdfdata/P1/P53860A.pdf,0,
P54080,レーザ装置、元素分析システム、及び元素分析方法,"Batsaikhan, M. ; 大場 弘則; not registered",【課題】レーザ光を用いて対象物に含有する元素を分析する際に、対象物の表面の破壊を抑制し、高精度な元素分析を可能とする。 【解決手段】対象物(M)に対してレーザ光(22)を照射するレーザ照射部(40)を備えたレーザ装置(30)において、レーザ光(22)の照射により対象物(M)から生じる音波(24)を取得する音波取得部(50)を備え、レーザ照射部(40)は、音波取得部(50)にて取得された音波に基づいて所定の焦点位置に制御される、ことを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P54080,2023-119201,2025-016132,,2023/07/21,2025/01/31,,G01N 21/71 (2006.01):G01N 29/04 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54080A.pdf,0,
P53920,ワダライト及びワダライトの製造方法,本田 充紀; not registered,【課題】環境負荷が小さく且つ簡便にワダライトを得ることを目的とする。 【解決手段】ワダライトの製造方法1は、粘土鉱物に塩を混合させて混合物を得る混合工程S3と、混合物に熱処理を行う熱処理工程S4と、を有し、粘土鉱物は、風化された層状粘土鉱物であり、塩は、熱処理工程S4において溶融塩となる金属塩化物である。,https://jopss.jaea.go.jp/search/servlet/search?P53920,2023-101148,2025-001520,7625289,2023/06/20,2025/01/08,2025/01/24,C01B 33/26 (2006.01):H10N 10/01 (2023.01),https://jopss.jaea.go.jp/pdfdata/P1/P53920A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P53920A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P53920B.pdf,0,
P54882,被覆装置および被覆物の製造方法,大澤 崇人; not registered,"Provided is a coating device that can quickly and easily envelop contents in a coating material. A coating device 100 comprises a base part 100, a vertical hole 120 that penetrates the base part 110, and a horizontal hole 130 that penetrates the base part 110 to an upper end part of the vertical hole 120. The coating device 100 also comprises a vertical shaft 140 that is inserted into the vertical hole 120, a horizontal shaft 150 that is inserted into the horizontal hole 130, a cap part 160 that closes the upper end part of the vertical hole 120, and a drive part 170 that drives each of the horizontal shaft 150 and the vertical shaft 140 in the axial direction.",https://jopss.jaea.go.jp/search/servlet/search?P54882,2025-529679,WO-2025/004925,7743139,2024/06/19,2025/01/02,2025/09/12,G01N 1/36 (2006.01):G01N 1/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54882A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P54882A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P54882B.pdf,0,
P54982,被覆装置および被覆物の製造方法,大澤 崇人,not registered,https://jopss.jaea.go.jp/search/servlet/search?P54982,24831787.7,WO2025/004925,,2024/06/19,2025/01/02,,G01N 1/36 (2006.01):G01N 31/00 (2006.01):G01N 1/00 (2006.01):G01N 31/12 (2006.01),,0,
P54983,被覆装置および被覆物の製造方法,大澤 崇人,not registered,https://jopss.jaea.go.jp/search/servlet/search?P54983,19/133880,WO2025/004925,,2024/06/19,2025/01/02,,G01N 1/36 (2006.01):G01N 31/00 (2006.01):G01N 1/00 (2006.01):G01N 31/12 (2006.01),,0,
P54862,物質検知装置,前田 亮 ; 藤 暢輔 ; 米田 政夫,not registered,https://jopss.jaea.go.jp/search/servlet/search?P54862,19/167941,WO2024/202581,,2024/02/09,2024/10/03,,G01N 23/222 (2006.01,,0,
P54863,物質検知装置,前田 亮 ; 藤 暢輔 ; 米田 政夫,not registered,https://jopss.jaea.go.jp/search/servlet/search?P54863,24778726.0,WO2024/202581,,2024/02/09,2024/10/03,,G01N 23/222 (2006.01,,0,
P53702,放射線検出装置,北山 佳治; 人見 啓太朗* ; 野上 光博*,【課題】視野が広く、放射線エネルギーの適用範囲が広く、且つ、小型軽量化を図ることが可能な新しい放射線検出装置を提供することを目的とする。 【解決手段】放射線検出装置1は、放射線を検出する複数の検出素子12が3次元的に配置された検出素子群11を備える放射線検出装置である。検出素子群11の構造は、任意の仮想面S上に検出素子12が敷き詰められた仮想検出素子群から任意の位置の検出素子12を取り除いて形成された空乏13を有する構造である。空乏13は、任意の方向に沿って配置された一の検出素子12A及び他の検出素子12Bの各検出値の差分が、当該方向を入射方向とする放射線が入射する場合と当該方向の逆方向を入射方向とする放射線が入射する場合とにおいて、異なる値を示す位置に設けられる。,https://jopss.jaea.go.jp/search/servlet/search?P53702,2023-007015,2024-102933,,2023/01/20,2024/08/01,,G01T 1/172 (2006.01):G01T 1/20 (2006.01):G01T 1/24 (2006.01):G01T 1/161 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P53702A.pdf,0,
P53720,水素分離膜構造体の中間層の製膜方法及び水素分離膜構造体,"野口 弘喜 ; Myagmarjav, O.; 今 肇*",【課題】水素分離膜構造体の製造において、製膜時の液だれ等によりコーティングのムラ、膜厚の厚い部分の剥離、クラック等の発生を防止する。 【解決手段】水素分離膜構造体の基材である多孔質支持体層を回転させながら、ゾルゲル溶液に多孔質支持体層の表面部分のみを浸漬させ、多孔質支持体層の表面にゾルゲル溶液を塗布する。,https://jopss.jaea.go.jp/search/servlet/search?P53720,2022-206638,2024-090630,,2022/12/23,2024/07/04,,B01D 67/00 (2006.01):B01D 69/10 (2006.01):B01D 69/12 (2006.01):B01D 71/02 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P53720A.pdf,0,
